TransactionID,Amount,CustomerID,Timestamp,MerchantID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location,Month,DayOfWeek,Hour,ai_risk_score,ai_risk_level,ai_intervention
378,25.56,1586,2022-01-16 17:00:00,2477,0,43.6,0.3732,Food,Customer 1586,40,Address 1586,4726.94,2023-08-09,0,Merchant 2477,Location 2477,2022-01,Sunday,17,0.2162,Low Risk,No action
379,95.69,1482,2022-01-16 18:00:00,2412,0,50.65,0.5256,Online,Customer 1482,26,Address 1482,2076.81,2023-04-27,0,Merchant 2412,Location 2412,2022-01,Sunday,18,0.3077,Medium Risk,Monitor
380,35.73,1400,2022-01-16 19:00:00,2617,0,20.49,0.6096,Other,Customer 1400,60,Address 1400,8314.95,2023-02-04,0,Merchant 2617,Location 2617,2022-01,Sunday,19,0.2636,Low Risk,No action
381,60.53,1764,2022-01-16 20:00:00,2767,0,29.46,0.8883,Online,Customer 1764,49,Address 1764,7695.15,2024-02-03,0,Merchant 2767,Location 2767,2022-01,Sunday,20,0.3871,Medium Risk,Monitor
382,16.55,1397,2022-01-16 21:00:00,2941,0,78.81,0.4077,Food,Customer 1397,35,Address 1397,9060.93,2023-02-01,0,Merchant 2941,Location 2941,2022-01,Sunday,21,0.1794,Low Risk,No action
383,27.25,1423,2022-01-16 22:00:00,2862,0,47.18,0.3317,Other,Customer 1423,40,Address 1423,7025.45,2023-02-27,0,Merchant 2862,Location 2862,2022-01,Sunday,22,0.1739,Low Risk,No action
384,31.8,1516,2022-01-16 23:00:00,2635,0,96.64,0.3799,Other,Customer 1516,41,Address 1516,8658.74,2023-05-31,0,Merchant 2635,Location 2635,2022-01,Sunday,23,0.1727,Low Risk,No action
385,55.76,1180,2022-01-17 00:00:00,2265,0,49.54,0.6711,Online,Customer 1180,59,Address 1180,8645.38,2022-06-29,0,Merchant 2265,Location 2265,2022-01,Monday,0,0.2864,Low Risk,No action
386,72.91,1750,2022-01-17 01:00:00,2814,0,77.12,0.2029,Food,Customer 1750,36,Address 1750,8128.69,2024-01-20,0,Merchant 2814,Location 2814,2022-01,Monday,1,0.105,Low Risk,No action
387,71.03,1836,2022-01-17 02:00:00,2188,0,98.87,0.3369,Retail,Customer 1836,47,Address 1836,4018.77,2024-04-15,0,Merchant 2188,Location 2188,2022-01,Monday,2,0.21,Low Risk,No action
388,25.85,1433,2022-01-17 03:00:00,2817,0,75.99,0.4088,Travel,Customer 1433,55,Address 1433,6991.29,2023-03-09,0,Merchant 2817,Location 2817,2022-01,Monday,3,0.2067,Low Risk,No action
389,94.52,1645,2022-01-17 04:00:00,2399,0,34.18,0.3018,Travel,Customer 1645,60,Address 1645,2989.52,2023-10-07,0,Merchant 2399,Location 2399,2022-01,Monday,4,0.2064,Low Risk,No action
390,71.89,1108,2022-01-17 05:00:00,2548,0,93.2,0.7009,Other,Customer 1108,33,Address 1108,7794.95,2022-04-18,0,Merchant 2548,Location 2548,2022-01,Monday,5,0.3085,Medium Risk,Monitor
391,60.78,1653,2022-01-17 06:00:00,2781,0,39.08,0.6472,Food,Customer 1653,49,Address 1653,7118.12,2023-10-15,0,Merchant 2781,Location 2781,2022-01,Monday,6,0.2964,Low Risk,No action
392,83.57,1995,2022-01-17 07:00:00,2694,0,93.74,0.7582,Online,Customer 1995,38,Address 1995,2240.52,2024-09-21,0,Merchant 2694,Location 2694,2022-01,Monday,7,0.3962,Medium Risk,Monitor
393,36.84,1062,2022-01-17 08:00:00,2479,0,85.51,0.5826,Retail,Customer 1062,39,Address 1062,8955.2,2022-03-03,0,Merchant 2479,Location 2479,2022-01,Monday,8,0.2457,Low Risk,No action
394,30.51,1802,2022-01-17 09:00:00,2778,0,29.31,0.3111,Food,Customer 1802,23,Address 1802,6791.88,2024-03-12,0,Merchant 2778,Location 2778,2022-01,Monday,9,0.1669,Low Risk,No action
395,15.7,1723,2022-01-17 10:00:00,2370,0,21.96,0.0052,Other,Customer 1723,22,Address 1723,3437.7,2023-12-24,0,Merchant 2370,Location 2370,2022-01,Monday,10,0.0784,Low Risk,No action
396,97.55,1146,2022-01-17 11:00:00,2942,0,54.49,0.8742,Food,Customer 1146,23,Address 1146,4750.73,2022-05-26,0,Merchant 2942,Location 2942,2022-01,Monday,11,0.417,Medium Risk,Monitor
397,28.91,1150,2022-01-17 12:00:00,2880,0,90.39,0.8473,Food,Customer 1150,52,Address 1150,7476.99,2022-05-30,0,Merchant 2880,Location 2880,2022-01,Monday,12,0.3734,Medium Risk,Monitor
398,40.36,1244,2022-01-17 13:00:00,2907,0,35.66,0.4687,Online,Customer 1244,46,Address 1244,8723.86,2022-09-01,0,Merchant 2907,Location 2907,2022-01,Monday,13,0.2082,Low Risk,No action
399,71.45,1807,2022-01-17 14:00:00,2359,0,53.71,0.7784,Retail,Customer 1807,59,Address 1807,9618.24,2024-03-17,0,Merchant 2359,Location 2359,2022-01,Monday,14,0.3174,Medium Risk,Monitor
400,94.82,1345,2022-01-17 15:00:00,2329,0,12.08,0.6493,Travel,Customer 1345,52,Address 1345,7264.81,2022-12-11,0,Merchant 2329,Location 2329,2022-01,Monday,15,0.2964,Low Risk,No action
401,73.49,1540,2022-01-17 16:00:00,2933,0,11.87,0.161,Online,Customer 1540,34,Address 1540,7984.46,2023-06-24,0,Merchant 2933,Location 2933,2022-01,Monday,16,0.0889,Low Risk,No action
402,60.43,1709,2022-01-17 17:00:00,2968,0,64.47,0.8689,Other,Customer 1709,42,Address 1709,4061.52,2023-12-10,0,Merchant 2968,Location 2968,2022-01,Monday,17,0.4228,Medium Risk,Monitor
403,23.41,1120,2022-01-17 18:00:00,2955,0,85.03,0.1299,Retail,Customer 1120,47,Address 1120,7450.42,2022-04-30,0,Merchant 2955,Location 2955,2022-01,Monday,18,0.0866,Low Risk,No action
404,60.61,1144,2022-01-17 19:00:00,2755,0,73.92,0.3913,Travel,Customer 1144,40,Address 1144,8451.47,2022-05-24,0,Merchant 2755,Location 2755,2022-01,Monday,19,0.1801,Low Risk,No action
405,83.55,1578,2022-01-17 20:00:00,2773,0,54.95,0.4431,Other,Customer 1578,29,Address 1578,4571.54,2023-08-01,0,Merchant 2773,Location 2773,2022-01,Monday,20,0.2468,Low Risk,No action
406,16.36,1586,2022-01-17 21:00:00,2449,0,37.2,0.4129,Online,Customer 1586,40,Address 1586,4726.94,2023-08-09,0,Merchant 2449,Location 2449,2022-01,Monday,21,0.2328,Low Risk,No action
407,28.05,1943,2022-01-17 22:00:00,2049,0,46.31,0.3428,Online,Customer 1943,26,Address 1943,1418.31,2024-07-31,0,Merchant 2049,Location 2049,2022-01,Monday,22,0.2402,Low Risk,No action
408,83.25,1977,2022-01-17 23:00:00,2288,0,93.34,0.9315,Food,Customer 1977,40,Address 1977,3066.44,2024-09-03,0,Merchant 2288,Location 2288,2022-01,Monday,23,0.4554,Medium Risk,Monitor
409,12.83,1717,2022-01-18 00:00:00,2592,1,34.31,0.5853,Retail,Customer 1717,51,Address 1717,5002.07,2023-12-18,0,Merchant 2592,Location 2592,2022-01,Tuesday,0,0.593,Medium Risk,Monitor
410,25.01,1350,2022-01-18 01:00:00,2974,0,84.2,0.1612,Other,Customer 1350,49,Address 1350,3431.94,2022-12-16,0,Merchant 2974,Location 2974,2022-01,Tuesday,1,0.1415,Low Risk,No action
411,98.4,1530,2022-01-18 02:00:00,2620,0,61.28,0.5145,Food,Customer 1530,62,Address 1530,9391.39,2023-06-14,0,Merchant 2620,Location 2620,2022-01,Tuesday,2,0.2184,Low Risk,No action
412,86.79,1814,2022-01-18 03:00:00,2703,0,94.17,0.5285,Other,Customer 1814,28,Address 1814,6484.65,2024-03-24,0,Merchant 2703,Location 2703,2022-01,Tuesday,3,0.2616,Low Risk,No action
413,98.5,1208,2022-01-18 04:00:00,2079,0,98.82,0.0141,Retail,Customer 1208,64,Address 1208,8321.69,2022-07-27,0,Merchant 2079,Location 2079,2022-01,Tuesday,4,0.0281,Low Risk,No action
414,69.88,1214,2022-01-18 05:00:00,2564,0,98.47,0.0304,Travel,Customer 1214,42,Address 1214,6807.18,2022-08-02,0,Merchant 2564,Location 2564,2022-01,Tuesday,5,0.0534,Low Risk,No action
415,58.79,1904,2022-01-18 06:00:00,2272,0,28.16,0.3647,Other,Customer 1904,36,Address 1904,4839.49,2024-06-22,0,Merchant 2272,Location 2272,2022-01,Tuesday,6,0.2111,Low Risk,No action
416,76.93,1875,2022-01-18 07:00:00,2028,0,55.22,0.8285,Food,Customer 1875,56,Address 1875,6852.23,2024-05-24,0,Merchant 2028,Location 2028,2022-01,Tuesday,7,0.3727,Medium Risk,Monitor
417,84.73,1480,2022-01-18 08:00:00,2638,0,10.06,0.6275,Food,Customer 1480,26,Address 1480,7269.76,2023-04-25,0,Merchant 2638,Location 2638,2022-01,Tuesday,8,0.2862,Low Risk,No action
418,14.19,1282,2022-01-18 09:00:00,2994,0,76.28,0.6267,Other,Customer 1282,39,Address 1282,7308.7,2022-10-09,0,Merchant 2994,Location 2994,2022-01,Tuesday,9,0.2844,Low Risk,No action
419,41.35,1109,2022-01-18 10:00:00,2356,0,66.23,0.195,Retail,Customer 1109,63,Address 1109,8085.07,2022-04-19,0,Merchant 2356,Location 2356,2022-01,Tuesday,10,0.1009,Low Risk,No action
420,79.34,1304,2022-01-18 11:00:00,2997,0,38.96,0.0069,Retail,Customer 1304,62,Address 1304,9631.52,2022-10-31,0,Merchant 2997,Location 2997,2022-01,Tuesday,11,0.0079,Low Risk,No action
421,26.24,1906,2022-01-18 12:00:00,2476,0,59.36,0.1719,Travel,Customer 1906,47,Address 1906,8161.51,2024-06-24,0,Merchant 2476,Location 2476,2022-01,Tuesday,12,0.0908,Low Risk,No action
422,66.96,1218,2022-01-18 13:00:00,2547,0,70.79,0.0094,Travel,Customer 1218,63,Address 1218,8922.54,2022-08-06,0,Merchant 2547,Location 2547,2022-01,Tuesday,13,0.0182,Low Risk,No action
423,17.83,1773,2022-01-18 14:00:00,2533,0,82.33,0.9615,Other,Customer 1773,24,Address 1773,1087.07,2024-02-12,0,Merchant 2533,Location 2533,2022-01,Tuesday,14,0.4873,Medium Risk,Monitor
424,65.62,1666,2022-01-18 15:00:00,2708,0,89.11,0.3376,Retail,Customer 1666,36,Address 1666,9674.06,2023-10-28,0,Merchant 2708,Location 2708,2022-01,Tuesday,15,0.143,Low Risk,No action
425,52.91,1708,2022-01-18 16:00:00,2325,0,33.56,0.5195,Online,Customer 1708,30,Address 1708,2877.53,2023-12-09,0,Merchant 2325,Location 2325,2022-01,Tuesday,16,0.2967,Low Risk,No action
426,54.95,1389,2022-01-18 17:00:00,2138,0,17.48,0.5636,Online,Customer 1389,61,Address 1389,1815.83,2023-01-24,0,Merchant 2138,Location 2138,2022-01,Tuesday,17,0.3194,Medium Risk,Monitor
427,57.04,1026,2022-01-18 18:00:00,2644,0,92.37,0.221,Travel,Customer 1026,58,Address 1026,8091.74,2022-01-26,0,Merchant 2644,Location 2644,2022-01,Tuesday,18,0.1128,Low Risk,No action
428,11.57,1293,2022-01-18 19:00:00,2369,0,20.79,0.6339,Food,Customer 1293,51,Address 1293,3955.56,2022-10-20,0,Merchant 2369,Location 2369,2022-01,Tuesday,19,0.3261,Medium Risk,Monitor
429,50.49,1518,2022-01-18 20:00:00,2797,0,79.89,0.3776,Other,Customer 1518,19,Address 1518,1512.26,2023-06-02,0,Merchant 2797,Location 2797,2022-01,Tuesday,20,0.2523,Low Risk,No action
430,26.73,1167,2022-01-18 21:00:00,2004,0,77.49,0.097,Retail,Customer 1167,33,Address 1167,4121.32,2022-06-16,0,Merchant 2004,Location 2004,2022-01,Tuesday,21,0.1117,Low Risk,No action
431,70.35,1713,2022-01-18 22:00:00,2099,0,56.42,0.6685,Online,Customer 1713,57,Address 1713,6676.14,2023-12-14,1,Merchant 2099,Location 2099,2022-01,Tuesday,22,0.5103,Medium Risk,Monitor
432,82.11,1972,2022-01-18 23:00:00,2635,0,15.16,0.0442,Retail,Customer 1972,39,Address 1972,6552.82,2024-08-29,0,Merchant 2635,Location 2635,2022-01,Tuesday,23,0.0648,Low Risk,No action
433,26.72,1213,2022-01-19 00:00:00,2286,0,66.29,0.2401,Retail,Customer 1213,23,Address 1213,2478.83,2022-08-01,0,Merchant 2286,Location 2286,2022-01,Wednesday,0,0.1809,Low Risk,No action
434,31.74,1571,2022-01-19 01:00:00,2362,0,60.81,0.9743,Online,Customer 1571,24,Address 1571,9122.33,2023-07-25,0,Merchant 2362,Location 2362,2022-01,Wednesday,1,0.4018,Medium Risk,Monitor
435,23.73,1886,2022-01-19 02:00:00,2360,0,57.75,0.4813,Other,Customer 1886,37,Address 1886,9467.31,2024-06-04,0,Merchant 2360,Location 2360,2022-01,Wednesday,2,0.2024,Low Risk,No action
436,44.5,1658,2022-01-19 03:00:00,2784,0,88.25,0.7285,Travel,Customer 1658,44,Address 1658,6506.93,2023-10-20,0,Merchant 2784,Location 2784,2022-01,Wednesday,3,0.337,Medium Risk,Monitor
437,20.32,1155,2022-01-19 04:00:00,2888,0,13.18,0.8831,Retail,Customer 1155,61,Address 1155,4698.08,2022-06-04,0,Merchant 2888,Location 2888,2022-01,Wednesday,4,0.4205,Medium Risk,Monitor
438,38.42,1190,2022-01-19 05:00:00,2675,1,79.5,0.6005,Food,Customer 1190,24,Address 1190,8351.89,2022-07-09,0,Merchant 2675,Location 2675,2022-01,Wednesday,5,0.5601,Medium Risk,Monitor
439,90.96,1190,2022-01-19 06:00:00,2113,0,35.0,0.5238,Food,Customer 1190,24,Address 1190,8351.89,2022-07-09,0,Merchant 2113,Location 2113,2022-01,Wednesday,6,0.2361,Low Risk,No action
440,86.59,1175,2022-01-19 07:00:00,2760,0,87.65,0.2818,Food,Customer 1175,26,Address 1175,5113.28,2022-06-24,0,Merchant 2760,Location 2760,2022-01,Wednesday,7,0.1713,Low Risk,No action
441,59.29,1376,2022-01-19 08:00:00,2204,0,94.53,0.8727,Online,Customer 1376,53,Address 1376,5745.13,2023-01-11,0,Merchant 2204,Location 2204,2022-01,Wednesday,8,0.405,Medium Risk,Monitor
442,92.39,1330,2022-01-19 09:00:00,2398,0,91.34,0.387,Other,Customer 1330,63,Address 1330,8773.96,2022-11-26,1,Merchant 2398,Location 2398,2022-01,Wednesday,9,0.3736,Medium Risk,Monitor
443,48.0,1018,2022-01-19 10:00:00,2275,0,97.04,0.338,Food,Customer 1018,28,Address 1018,2727.83,2022-01-18,0,Merchant 2275,Location 2275,2022-01,Wednesday,10,0.2246,Low Risk,No action
444,76.41,1512,2022-01-19 11:00:00,2539,0,35.91,0.8196,Retail,Customer 1512,64,Address 1512,7327.56,2023-05-27,0,Merchant 2539,Location 2539,2022-01,Wednesday,11,0.3636,Medium Risk,Monitor
445,12.79,1704,2022-01-19 12:00:00,2717,0,55.92,0.2338,Retail,Customer 1704,23,Address 1704,1670.49,2023-12-05,0,Merchant 2717,Location 2717,2022-01,Wednesday,12,0.1884,Low Risk,No action
446,21.94,1059,2022-01-19 13:00:00,2706,0,86.84,0.3686,Other,Customer 1059,42,Address 1059,4450.43,2022-02-28,0,Merchant 2706,Location 2706,2022-01,Wednesday,13,0.2179,Low Risk,No action
447,73.17,1608,2022-01-19 14:00:00,2409,0,33.69,0.721,Online,Customer 1608,28,Address 1608,4084.72,2023-08-31,0,Merchant 2409,Location 2409,2022-01,Wednesday,14,0.3616,Medium Risk,Monitor
448,62.87,1240,2022-01-19 15:00:00,2079,0,59.63,0.0469,Online,Customer 1240,43,Address 1240,1883.49,2022-08-28,0,Merchant 2079,Location 2079,2022-01,Wednesday,15,0.1154,Low Risk,No action
449,12.95,1358,2022-01-19 16:00:00,2597,0,68.98,0.8767,Retail,Customer 1358,51,Address 1358,7039.27,2022-12-24,0,Merchant 2597,Location 2597,2022-01,Wednesday,16,0.3928,Medium Risk,Monitor
450,11.17,1004,2022-01-19 17:00:00,2184,0,85.09,0.5258,Other,Customer 1004,30,Address 1004,3101.51,2022-01-04,0,Merchant 2184,Location 2184,2022-01,Wednesday,17,0.2974,Low Risk,No action
451,76.9,1902,2022-01-19 18:00:00,2324,0,55.73,0.8466,Food,Customer 1902,35,Address 1902,6370.26,2024-06-20,0,Merchant 2324,Location 2324,2022-01,Wednesday,18,0.3879,Medium Risk,Monitor
452,63.34,1775,2022-01-19 19:00:00,2826,0,52.94,0.7841,Online,Customer 1775,45,Address 1775,1770.75,2024-02-14,0,Merchant 2826,Location 2826,2022-01,Wednesday,19,0.4116,Medium Risk,Monitor
453,62.9,1927,2022-01-19 20:00:00,2893,0,52.42,0.9349,Other,Customer 1927,44,Address 1927,9151.6,2024-07-15,0,Merchant 2893,Location 2893,2022-01,Wednesday,20,0.3867,Medium Risk,Monitor
454,82.94,1255,2022-01-19 21:00:00,2371,0,63.64,0.802,Retail,Customer 1255,32,Address 1255,5672.32,2022-09-12,0,Merchant 2371,Location 2371,2022-01,Wednesday,21,0.377,Medium Risk,Monitor
455,58.11,1827,2022-01-19 22:00:00,2981,0,17.64,0.9339,Food,Customer 1827,21,Address 1827,4559.45,2024-04-06,0,Merchant 2981,Location 2981,2022-01,Wednesday,22,0.4395,Medium Risk,Monitor
456,10.59,1191,2022-01-19 23:00:00,2645,0,13.35,0.0314,Retail,Customer 1191,60,Address 1191,5413.97,2022-07-10,0,Merchant 2645,Location 2645,2022-01,Wednesday,23,0.07,Low Risk,No action
457,73.61,1266,2022-01-20 00:00:00,2060,0,47.84,0.0711,Online,Customer 1266,50,Address 1266,1773.81,2022-09-23,0,Merchant 2060,Location 2060,2022-01,Thursday,0,0.1267,Low Risk,No action
458,35.29,1786,2022-01-20 01:00:00,2625,0,12.81,0.9311,Retail,Customer 1786,50,Address 1786,1656.96,2024-02-25,0,Merchant 2625,Location 2625,2022-01,Thursday,1,0.47,Medium Risk,Monitor
459,40.23,1024,2022-01-20 02:00:00,2850,0,60.06,0.3162,Travel,Customer 1024,40,Address 1024,1795.33,2022-01-24,0,Merchant 2850,Location 2850,2022-01,Thursday,2,0.2222,Low Risk,No action
460,83.69,1417,2022-01-20 03:00:00,2019,0,23.3,0.4147,Retail,Customer 1417,30,Address 1417,1735.15,2023-02-21,0,Merchant 2019,Location 2019,2022-01,Thursday,3,0.2668,Low Risk,No action
461,27.58,1283,2022-01-20 04:00:00,2374,0,57.63,0.4155,Food,Customer 1283,63,Address 1283,9408.48,2022-10-10,0,Merchant 2374,Location 2374,2022-01,Thursday,4,0.1798,Low Risk,No action
462,53.23,1462,2022-01-20 05:00:00,2630,0,44.49,0.2487,Food,Customer 1462,30,Address 1462,9035.12,2023-04-07,0,Merchant 2630,Location 2630,2022-01,Thursday,5,0.1096,Low Risk,No action
463,44.86,1623,2022-01-20 06:00:00,2984,0,71.39,0.2481,Food,Customer 1623,34,Address 1623,2341.71,2023-09-15,0,Merchant 2984,Location 2984,2022-01,Thursday,6,0.1862,Low Risk,No action
464,15.72,1615,2022-01-20 07:00:00,2225,0,55.77,0.224,Travel,Customer 1615,28,Address 1615,9447.92,2023-09-07,0,Merchant 2225,Location 2225,2022-01,Thursday,7,0.0959,Low Risk,No action
465,96.77,1488,2022-01-20 08:00:00,2380,0,58.74,0.7599,Retail,Customer 1488,31,Address 1488,6215.27,2023-05-03,0,Merchant 2380,Location 2380,2022-01,Thursday,8,0.3547,Medium Risk,Monitor
466,88.23,1144,2022-01-20 09:00:00,2178,0,77.05,0.4376,Food,Customer 1144,40,Address 1144,8451.47,2022-05-24,0,Merchant 2178,Location 2178,2022-01,Thursday,9,0.2005,Low Risk,No action
467,39.63,1979,2022-01-20 10:00:00,2533,0,13.27,0.8107,Other,Customer 1979,20,Address 1979,8722.69,2024-09-05,0,Merchant 2533,Location 2533,2022-01,Thursday,10,0.3432,Medium Risk,Monitor
468,91.17,1008,2022-01-20 11:00:00,2468,0,96.03,0.3267,Retail,Customer 1008,21,Address 1008,8303.77,2022-01-08,0,Merchant 2468,Location 2468,2022-01,Thursday,11,0.1533,Low Risk,No action
469,62.88,1497,2022-01-20 12:00:00,2544,0,44.71,0.772,Travel,Customer 1497,43,Address 1497,5271.42,2023-05-12,0,Merchant 2544,Location 2544,2022-01,Thursday,12,0.3683,Medium Risk,Monitor
470,47.28,1702,2022-01-20 13:00:00,2875,0,91.25,0.9538,Food,Customer 1702,32,Address 1702,4756.91,2023-12-03,0,Merchant 2875,Location 2875,2022-01,Thursday,13,0.4438,Medium Risk,Monitor
471,57.87,1696,2022-01-20 14:00:00,2629,0,49.04,0.159,Travel,Customer 1696,22,Address 1696,6165.71,2023-11-27,0,Merchant 2629,Location 2629,2022-01,Thursday,14,0.1109,Low Risk,No action
472,19.42,1969,2022-01-20 15:00:00,2323,0,26.21,0.8003,Travel,Customer 1969,43,Address 1969,7004.95,2024-08-26,0,Merchant 2323,Location 2323,2022-01,Thursday,15,0.3613,Medium Risk,Monitor
473,54.47,1807,2022-01-20 16:00:00,2874,0,53.35,0.807,Food,Customer 1807,59,Address 1807,9618.24,2024-03-17,0,Merchant 2874,Location 2874,2022-01,Thursday,16,0.3304,Medium Risk,Monitor
474,47.22,1124,2022-01-20 17:00:00,2519,0,42.85,0.2192,Food,Customer 1124,45,Address 1124,6746.99,2022-05-04,0,Merchant 2519,Location 2519,2022-01,Thursday,17,0.1285,Low Risk,No action
475,64.7,1912,2022-01-20 18:00:00,2672,0,87.59,0.3484,Other,Customer 1912,45,Address 1912,9262.12,2024-06-30,0,Merchant 2672,Location 2672,2022-01,Thursday,18,0.1524,Low Risk,No action
476,54.67,1315,2022-01-20 19:00:00,2976,0,75.82,0.117,Online,Customer 1315,51,Address 1315,3432.05,2022-11-11,0,Merchant 2976,Location 2976,2022-01,Thursday,19,0.1264,Low Risk,No action
477,93.95,1357,2022-01-20 20:00:00,2711,0,24.97,0.0715,Travel,Customer 1357,45,Address 1357,9999.78,2022-12-23,0,Merchant 2711,Location 2711,2022-01,Thursday,20,0.0336,Low Risk,No action
478,69.77,1851,2022-01-20 21:00:00,2154,0,73.92,0.4035,Food,Customer 1851,21,Address 1851,3527.23,2024-04-30,0,Merchant 2154,Location 2154,2022-01,Thursday,21,0.2402,Low Risk,No action
479,40.1,1202,2022-01-20 22:00:00,2597,0,98.08,0.6104,Food,Customer 1202,52,Address 1202,3143.93,2022-07-21,0,Merchant 2597,Location 2597,2022-01,Thursday,22,0.323,Medium Risk,Monitor
480,60.9,1834,2022-01-20 23:00:00,2165,0,76.65,0.5808,Online,Customer 1834,41,Address 1834,7732.4,2024-04-13,0,Merchant 2165,Location 2165,2022-01,Thursday,23,0.2592,Low Risk,No action
481,44.38,1944,2022-01-21 00:00:00,2355,0,48.92,0.4932,Online,Customer 1944,51,Address 1944,2462.05,2024-08-01,0,Merchant 2355,Location 2355,2022-01,Friday,0,0.2884,Low Risk,No action
482,70.05,1573,2022-01-21 01:00:00,2584,0,98.52,0.7061,Food,Customer 1573,35,Address 1573,8400.25,2023-07-27,1,Merchant 2584,Location 2584,2022-01,Friday,1,0.5043,Medium Risk,Monitor
483,36.97,1943,2022-01-21 02:00:00,2766,0,75.56,0.5215,Retail,Customer 1943,26,Address 1943,1418.31,2024-07-31,0,Merchant 2766,Location 2766,2022-01,Friday,2,0.3111,Medium Risk,Monitor
484,12.79,1219,2022-01-21 03:00:00,2136,0,18.23,0.54,Travel,Customer 1219,23,Address 1219,7649.65,2022-08-07,0,Merchant 2136,Location 2136,2022-01,Friday,3,0.2495,Low Risk,No action
485,58.71,1223,2022-01-21 04:00:00,2111,0,43.97,0.0431,Other,Customer 1223,20,Address 1223,8213.34,2022-08-11,0,Merchant 2111,Location 2111,2022-01,Friday,4,0.0427,Low Risk,No action
486,45.96,1753,2022-01-21 05:00:00,2730,0,76.34,0.2821,Food,Customer 1753,52,Address 1753,3905.92,2024-01-23,0,Merchant 2730,Location 2730,2022-01,Friday,5,0.1871,Low Risk,No action
487,22.09,1699,2022-01-21 06:00:00,2663,0,99.78,0.7338,Other,Customer 1699,23,Address 1699,5295.87,2023-11-30,0,Merchant 2663,Location 2663,2022-01,Friday,6,0.3521,Medium Risk,Monitor
488,95.8,1862,2022-01-21 07:00:00,2465,0,30.08,0.1962,Travel,Customer 1862,35,Address 1862,6507.03,2024-05-11,0,Merchant 2465,Location 2465,2022-01,Friday,7,0.1216,Low Risk,No action
489,19.08,1197,2022-01-21 08:00:00,2261,0,23.86,0.8007,Food,Customer 1197,18,Address 1197,3525.5,2022-07-16,0,Merchant 2261,Location 2261,2022-01,Friday,8,0.3993,Medium Risk,Monitor
490,61.48,1690,2022-01-21 09:00:00,2922,0,34.82,0.6757,Other,Customer 1690,24,Address 1690,5729.01,2023-11-21,0,Merchant 2922,Location 2922,2022-01,Friday,9,0.323,Medium Risk,Monitor
491,69.92,1207,2022-01-21 10:00:00,2866,0,16.83,0.3516,Other,Customer 1207,38,Address 1207,5655.63,2022-07-26,0,Merchant 2866,Location 2866,2022-01,Friday,10,0.1972,Low Risk,No action
492,17.9,1122,2022-01-21 11:00:00,2616,0,29.27,0.7727,Travel,Customer 1122,54,Address 1122,4998.11,2022-05-02,0,Merchant 2616,Location 2616,2022-01,Friday,11,0.3712,Medium Risk,Monitor
493,22.27,1626,2022-01-21 12:00:00,2837,0,59.67,0.4943,Other,Customer 1626,43,Address 1626,2802.6,2023-09-18,0,Merchant 2837,Location 2837,2022-01,Friday,12,0.2863,Low Risk,No action
494,21.09,1931,2022-01-21 13:00:00,2901,0,52.55,0.4786,Travel,Customer 1931,26,Address 1931,6474.83,2024-07-19,0,Merchant 2901,Location 2901,2022-01,Friday,13,0.2402,Low Risk,No action
